date,close
2022-01-04,1.166
2022-01-05,1.165
2022-01-06,1.17
2022-01-07,1.172
2022-01-10,1.187
2022-01-11,1.199
2022-01-12,1.19
2022-01-13,1.185
2022-01-14,1.16
2022-01-17,1.165
2022-01-18,1.178
2022-01-19,1.189
2022-01-20,1.183
2022-01-21,1.172
2022-01-24,1.167
2022-01-25,1.117
2022-01-26,1.123
2022-01-27,1.109
2022-01-28,1.11
2022-02-07,1.133
2022-02-08,1.165
2022-02-09,1.171
2022-02-10,1.187
2022-02-11,1.185
2022-02-14,1.162
2022-02-15,1.155
2022-02-16,1.17
2022-02-17,1.165
2022-02-18,1.189
2022-02-21,1.2
2022-02-22,1.187
2022-02-23,1.185
2022-02-24,1.157
2022-02-25,1.153
2022-02-28,1.154
2022-03-01,1.169
2022-03-02,1.178
2022-03-03,1.192
2022-03-04,1.184
2022-03-07,1.168
2022-03-08,1.125
2022-03-09,1.103
2022-03-10,1.12
2022-03-11,1.128
2022-03-14,1.105
2022-03-15,1.007
2022-03-16,1.045
2022-03-17,1.069
2022-03-18,1.101
2022-03-21,1.106
2022-03-22,1.131
2022-03-23,1.136
2022-03-24,1.131
2022-03-25,1.131
2022-03-28,1.147
2022-03-29,1.143
2022-03-30,1.159
2022-03-31,1.179
2022-04-01,1.193
2022-04-06,1.217
2022-04-07,1.188
2022-04-08,1.205
2022-04-11,1.175
2022-04-12,1.165
2022-04-13,1.165
2022-04-14,1.197
2022-04-15,1.192
2022-04-18,1.169
2022-04-19,1.189
2022-04-20,1.145
2022-04-21,1.118
2022-04-22,1.13
2022-04-25,1.072
2022-04-26,1.031
2022-04-27,1.05
2022-04-28,1.061
2022-04-29,1.1
2022-05-05,1.11
2022-05-06,1.077
2022-05-09,1.076
2022-05-10,1.078
2022-05-11,1.076
2022-05-12,1.074
2022-05-13,1.107
2022-05-16,1.126
2022-05-17,1.116
2022-05-18,1.108
2022-05-19,1.111
2022-05-20,1.125
2022-05-23,1.128
2022-05-24,1.096
2022-05-25,1.116
2022-05-26,1.131
2022-05-27,1.131
2022-05-30,1.131
2022-05-31,1.133
2022-06-01,1.139
2022-06-02,1.13
2022-06-06,1.134
2022-06-07,1.14
2022-06-08,1.152
2022-06-09,1.147
2022-06-10,1.16
2022-06-13,1.143
2022-06-14,1.162
2022-06-15,1.161
2022-06-16,1.143
2022-06-17,1.144
2022-06-20,1.137
2022-06-21,1.141
2022-06-22,1.125
2022-06-23,1.141
2022-06-24,1.142
2022-06-27,1.156
2022-06-28,1.166
2022-06-29,1.163
2022-06-30,1.168
2022-07-01,1.17
2022-07-04,1.174
2022-07-05,1.178
2022-07-06,1.152
2022-07-07,1.162
2022-07-08,1.165
2022-07-11,1.148
2022-07-12,1.149
2022-07-13,1.153
2022-07-14,1.14
2022-07-15,1.116
2022-07-18,1.143
2022-07-19,1.148
2022-07-20,1.152
2022-07-21,1.138
2022-07-22,1.13
2022-07-25,1.129
2022-07-26,1.147
2022-07-27,1.148
2022-07-28,1.155
2022-07-29,1.145
2022-08-01,1.149
2022-08-02,1.112
2022-08-03,1.096
2022-08-04,1.1
2022-08-05,1.11
2022-08-08,1.13
2022-08-09,1.135
2022-08-10,1.13
2022-08-11,1.146
2022-08-12,1.157
2022-08-15,1.161
2022-08-16,1.166
2022-08-17,1.173
2022-08-18,1.161
2022-08-19,1.171
2022-08-22,1.182
2022-08-23,1.19
2022-08-24,1.165
2022-08-25,1.191
2022-08-26,1.184
2022-08-29,1.196
2022-08-30,1.187
2022-08-31,1.173
2022-09-01,1.182
2022-09-02,1.183
2022-09-05,1.201
2022-09-06,1.225
2022-09-07,1.223
2022-09-08,1.218
2022-09-09,1.234
2022-09-13,1.225
2022-09-14,1.211
2022-09-15,1.212
2022-09-16,1.165
2022-09-19,1.165
2022-09-20,1.168
2022-09-21,1.181
2022-09-22,1.177
2022-09-23,1.162
2022-09-26,1.14
2022-09-27,1.154
2022-09-28,1.137
2022-09-29,1.131
2022-09-30,1.139
2022-10-10,1.135
2022-10-11,1.132
2022-10-12,1.149
2022-10-13,1.14
2022-10-14,1.156
2022-10-17,1.155
2022-10-18,1.156
2022-10-19,1.146
2022-10-20,1.132
2022-10-21,1.138
2022-10-24,1.114
2022-10-25,1.103
2022-10-26,1.103
2022-10-27,1.105
2022-10-28,1.07
2022-10-31,1.048
2022-11-01,1.068
2022-11-02,1.085
2022-11-03,1.079
2022-11-04,1.103
2022-11-07,1.115
2022-11-08,1.113
2022-11-09,1.117
2022-11-10,1.116
2022-11-11,1.147
2022-11-14,1.149
2022-11-15,1.163
2022-11-16,1.161
2022-11-17,1.152
2022-11-18,1.149
2022-11-21,1.144
2022-11-22,1.147
2022-11-23,1.152
2022-11-24,1.162
2022-11-25,1.178
2022-11-28,1.173
2022-11-29,1.216
2022-11-30,1.208
2022-12-01,1.203
2022-12-02,1.197
2022-12-05,1.217
2022-12-06,1.211
2022-12-07,1.206
2022-12-08,1.209
2022-12-09,1.22
2022-12-12,1.2
2022-12-13,1.196
2022-12-14,1.188
2022-12-15,1.177
2022-12-16,1.19
2022-12-19,1.164
2022-12-20,1.148
2022-12-21,1.149
2022-12-22,1.142
2022-12-23,1.137
2022-12-26,1.136
2022-12-27,1.15
2022-12-28,1.149
2022-12-29,1.14
2022-12-30,1.147
