date,close
2022-01-04,112.222
2022-01-05,112.187
2022-01-06,112.048
2022-01-07,112.07
2022-01-10,112.186
2022-01-11,112.165
2022-01-12,112.118
2022-01-13,112.248
2022-01-14,112.401
2022-01-17,112.428
2022-01-18,112.705
2022-01-19,113.012
2022-01-20,112.88
2022-01-21,113.173
2022-01-24,113.479
2022-01-25,113.457
2022-01-26,112.938
2022-01-27,112.861
2022-01-28,112.906
2022-02-07,112.904
2022-02-08,113.034
2022-02-09,113.04
2022-02-10,113.064
2022-02-11,112.628
2022-02-14,112.402
2022-02-15,112.492
2022-02-16,112.539
2022-02-17,112.618
2022-02-18,112.603
2022-02-21,112.387
2022-02-22,112.191
2022-02-23,112.391
2022-02-24,112.482
2022-02-25,112.554
2022-02-28,112.661
2022-03-01,112.389
2022-03-02,112.366
2022-03-03,112.134
2022-03-04,112.088
2022-03-07,112.251
2022-03-08,112.362
2022-03-09,111.992
2022-03-10,112.212
2022-03-11,112.485
2022-03-14,113.055
2022-03-15,112.716
2022-03-16,112.599
2022-03-17,112.517
2022-03-18,112.695
2022-03-21,112.552
2022-03-22,112.494
2022-03-23,112.534
2022-03-24,112.563
2022-03-25,112.753
2022-03-28,112.785
2022-03-29,112.827
2022-03-30,112.904
2022-03-31,112.749
2022-04-01,112.934
2022-04-06,113.041
2022-04-07,113.11
2022-04-08,113.347
2022-04-11,113.268
2022-04-12,113.33
2022-04-13,113.238
2022-04-14,113.377
2022-04-15,113.228
2022-04-18,113.044
2022-04-19,112.945
2022-04-20,112.775
2022-04-21,112.969
2022-04-22,112.949
2022-04-25,113.07
2022-04-26,113.172
2022-04-27,113.092
2022-04-28,112.945
2022-04-29,113.071
2022-05-05,113.041
2022-05-06,112.991
2022-05-09,113.118
2022-05-10,113.316
2022-05-11,113.201
2022-05-12,113.3
2022-05-13,113.342
2022-05-16,113.277
2022-05-17,113.314
2022-05-18,113.357
2022-05-19,113.339
2022-05-20,113.353
2022-05-23,113.482
2022-05-24,113.585
2022-05-25,113.722
2022-05-26,113.967
2022-05-27,113.987
2022-05-30,113.843
2022-05-31,113.65
2022-06-01,113.717
2022-06-02,113.622
2022-06-06,113.556
2022-06-07,113.563
2022-06-08,113.579
2022-06-09,113.757
2022-06-10,113.718
2022-06-13,113.794
2022-06-14,113.623
2022-06-15,113.629
2022-06-16,113.557
2022-06-17,113.597
2022-06-20,113.536
2022-06-21,113.555
2022-06-22,113.627
2022-06-23,113.605
2022-06-24,113.581
2022-06-27,113.291
2022-06-28,113.31
2022-06-29,113.284
2022-06-30,113.432
2022-07-01,113.467
2022-07-04,113.293
2022-07-05,113.293
2022-07-06,113.442
2022-07-07,113.566
2022-07-08,113.515
2022-07-11,113.639
2022-07-12,113.655
2022-07-13,113.774
2022-07-14,113.784
2022-07-15,113.936
2022-07-18,113.843
2022-07-19,113.779
2022-07-20,113.826
2022-07-21,113.961
2022-07-22,114.01
2022-07-25,114.053
2022-07-26,114.177
2022-07-27,114.244
2022-07-28,114.227
2022-07-29,114.641
2022-08-01,114.767
2022-08-02,114.902
2022-08-03,114.899
2022-08-04,115.059
2022-08-05,114.987
2022-08-08,114.859
2022-08-09,114.775
2022-08-10,114.971
2022-08-11,114.827
2022-08-12,114.74
2022-08-15,115.29
2022-08-16,115.479
2022-08-17,115.482
2022-08-18,115.66
2022-08-19,115.843
2022-08-22,115.739
2022-08-23,115.747
2022-08-24,115.751
2022-08-25,115.63
2022-08-26,115.498
2022-08-29,115.592
2022-08-30,115.747
2022-08-31,115.758
2022-09-01,115.851
2022-09-02,116.044
2022-09-05,115.967
2022-09-06,115.877
2022-09-07,115.868
2022-09-08,115.792
2022-09-09,115.821
2022-09-13,115.691
2022-09-14,115.557
2022-09-15,115.568
2022-09-16,115.342
2022-09-19,115.444
2022-09-20,115.715
2022-09-21,115.792
2022-09-22,115.777
2022-09-23,115.51
2022-09-26,114.936
2022-09-27,114.963
2022-09-28,114.994
2022-09-29,114.691
2022-09-30,114.768
2022-10-10,115.129
2022-10-11,115.213
2022-10-12,115.131
2022-10-13,115.19
2022-10-14,115.392
2022-10-17,115.408
2022-10-18,115.415
2022-10-19,115.51
2022-10-20,115.322
2022-10-21,115.443
2022-10-24,115.515
2022-10-25,115.486
2022-10-26,115.489
2022-10-27,115.737
2022-10-28,115.847
2022-10-31,116.125
2022-11-01,115.948
2022-11-02,115.658
2022-11-03,115.865
2022-11-04,115.688
2022-11-07,115.769
2022-11-08,115.835
2022-11-09,115.947
2022-11-10,115.916
2022-11-11,115.633
2022-11-14,114.996
2022-11-15,114.866
2022-11-16,114.515
2022-11-17,114.867
2022-11-18,114.833
2022-11-21,115.043
2022-11-22,114.873
2022-11-23,115.099
2022-11-24,115.397
2022-11-25,115.193
2022-11-28,114.887
2022-11-29,114.454
2022-11-30,114.604
2022-12-01,114.727
2022-12-02,114.824
2022-12-05,114.716
2022-12-06,114.456
2022-12-07,114.48
2022-12-08,114.768
2022-12-09,114.628
2022-12-12,114.648
2022-12-13,114.46
2022-12-14,114.755
2022-12-15,114.788
2022-12-16,114.804
2022-12-19,115.016
2022-12-20,114.947
2022-12-21,115.0
2022-12-22,115.004
2022-12-23,114.989
2022-12-26,114.904
2022-12-27,114.875
2022-12-28,114.899
2022-12-29,115.038
2022-12-30,115.2
