date,close
2022-01-04,6.827
2022-01-05,6.685
2022-01-06,6.694
2022-01-07,6.658
2022-01-10,6.659
2022-01-11,6.618
2022-01-12,6.666
2022-01-13,6.588
2022-01-14,6.554
2022-01-17,6.623
2022-01-18,6.636
2022-01-19,6.596
2022-01-20,6.541
2022-01-21,6.467
2022-01-24,6.458
2022-01-25,6.234
2022-01-26,6.259
2022-01-27,6.1
2022-01-28,6.055
2022-02-07,6.148
2022-02-08,6.225
2022-02-09,6.316
2022-02-10,6.315
2022-02-11,6.235
2022-02-14,6.178
2022-02-15,6.236
2022-02-16,6.25
2022-02-17,6.252
2022-02-18,6.311
2022-02-21,6.341
2022-02-22,6.266
2022-02-23,6.364
2022-02-24,6.248
2022-02-25,6.295
2022-02-28,6.329
2022-03-01,6.347
2022-03-02,6.349
2022-03-03,6.341
2022-03-04,6.295
2022-03-07,6.142
2022-03-08,5.901
2022-03-09,5.791
2022-03-10,5.89
2022-03-11,5.979
2022-03-14,5.812
2022-03-15,5.447
2022-03-16,5.652
2022-03-17,5.75
2022-03-18,5.813
2022-03-21,5.837
2022-03-22,5.839
2022-03-23,5.88
2022-03-24,5.832
2022-03-25,5.753
2022-03-28,5.774
2022-03-29,5.741
2022-03-30,5.873
2022-03-31,5.819
2022-04-01,5.862
2022-04-06,5.848
2022-04-07,5.707
2022-04-08,5.727
2022-04-11,5.532
2022-04-12,5.629
2022-04-13,5.542
2022-04-14,5.62
2022-04-15,5.566
2022-04-18,5.571
2022-04-19,5.591
2022-04-20,5.453
2022-04-21,5.273
2022-04-22,5.239
2022-04-25,4.871
2022-04-26,4.775
2022-04-27,4.949
2022-04-28,4.934
2022-04-29,5.152
2022-05-05,5.191
2022-05-06,5.066
2022-05-09,5.114
2022-05-10,5.206
2022-05-11,5.244
2022-05-12,5.248
2022-05-13,5.313
2022-05-16,5.296
2022-05-17,5.326
2022-05-18,5.307
2022-05-19,5.36
2022-05-20,5.449
2022-05-23,5.474
2022-05-24,5.274
2022-05-25,5.364
2022-05-26,5.431
2022-05-27,5.431
2022-05-30,5.462
2022-05-31,5.554
2022-06-01,5.548
2022-06-02,5.619
2022-06-06,5.715
2022-06-07,5.711
2022-06-08,5.754
2022-06-09,5.68
2022-06-10,5.791
2022-06-13,5.772
2022-06-14,5.835
2022-06-15,5.809
2022-06-16,5.818
2022-06-17,5.878
2022-06-20,5.878
2022-06-21,5.832
2022-06-22,5.736
2022-06-23,5.871
2022-06-24,5.943
2022-06-27,5.97
2022-06-28,6.077
2022-06-29,5.975
2022-06-30,6.025
2022-07-01,6.013
2022-07-04,6.091
2022-07-05,6.082
2022-07-06,5.998
2022-07-07,6.025
2022-07-08,5.987
2022-07-11,5.902
2022-07-12,5.826
2022-07-13,5.849
2022-07-14,5.893
2022-07-15,5.787
2022-07-18,5.901
2022-07-19,5.924
2022-07-20,6.004
2022-07-21,5.942
2022-07-22,5.886
2022-07-25,5.824
2022-07-26,5.899
2022-07-27,5.926
2022-07-28,5.942
2022-07-29,5.892
2022-08-01,5.946
2022-08-02,5.788
2022-08-03,5.736
2022-08-04,5.757
2022-08-05,5.885
2022-08-08,5.92
2022-08-09,5.938
2022-08-10,5.926
2022-08-11,6.051
2022-08-12,6.039
2022-08-15,6.048
2022-08-16,6.065
2022-08-17,6.107
2022-08-18,6.083
2022-08-19,5.997
2022-08-22,6.078
2022-08-23,6.08
2022-08-24,5.894
2022-08-25,5.928
2022-08-26,5.915
2022-08-29,5.911
2022-08-30,5.902
2022-08-31,5.768
2022-09-01,5.746
2022-09-02,5.757
2022-09-05,5.788
2022-09-06,5.894
2022-09-07,5.91
2022-09-08,5.888
2022-09-09,5.926
2022-09-13,5.91
2022-09-14,5.862
2022-09-15,5.719
2022-09-16,5.567
2022-09-19,5.53
2022-09-20,5.56
2022-09-21,5.59
2022-09-22,5.581
2022-09-23,5.51
2022-09-26,5.417
2022-09-27,5.526
2022-09-28,5.387
2022-09-29,5.402
2022-09-30,5.324
2022-10-10,5.258
2022-10-11,5.293
2022-10-12,5.429
2022-10-13,5.444
2022-10-14,5.592
2022-10-17,5.619
2022-10-18,5.646
2022-10-19,5.595
2022-10-20,5.575
2022-10-21,5.575
2022-10-24,5.524
2022-10-25,5.477
2022-10-26,5.598
2022-10-27,5.58
2022-10-28,5.39
2022-10-31,5.425
2022-11-01,5.57
2022-11-02,5.613
2022-11-03,5.616
2022-11-04,5.768
2022-11-07,5.752
2022-11-08,5.758
2022-11-09,5.741
2022-11-10,5.72
2022-11-11,5.756
2022-11-14,5.746
2022-11-15,5.852
2022-11-16,5.823
2022-11-17,5.836
2022-11-18,5.824
2022-11-21,5.817
2022-11-22,5.751
2022-11-23,5.74
2022-11-24,5.741
2022-11-25,5.709
2022-11-28,5.682
2022-11-29,5.782
2022-11-30,5.768
2022-12-01,5.801
2022-12-02,5.786
2022-12-05,5.829
2022-12-06,5.826
2022-12-07,5.818
2022-12-08,5.808
2022-12-09,5.817
2022-12-12,5.794
2022-12-13,5.76
2022-12-14,5.734
2022-12-15,5.733
2022-12-16,5.71
2022-12-19,5.581
2022-12-20,5.517
2022-12-21,5.487
2022-12-22,5.424
2022-12-23,5.402
2022-12-26,5.471
2022-12-27,5.511
2022-12-28,5.495
2022-12-29,5.492
2022-12-30,5.498
