date,close
2022-01-04,93.909
2022-01-05,93.904
2022-01-06,93.919
2022-01-07,93.939
2022-01-10,93.946
2022-01-11,93.959
2022-01-12,93.963
2022-01-13,93.969
2022-01-14,93.985
2022-01-17,93.996
2022-01-18,94.003
2022-01-19,93.994
2022-01-20,93.989
2022-01-21,94.016
2022-01-24,94.017
2022-01-25,94.03
2022-01-26,94.04
2022-01-27,94.06
2022-01-28,94.123
2022-02-07,94.148
2022-02-08,94.15
2022-02-09,94.128
2022-02-10,94.12
2022-02-11,94.136
2022-02-14,94.138
2022-02-15,94.151
2022-02-16,94.155
2022-02-17,94.159
2022-02-18,94.172
2022-02-21,94.173
2022-02-22,94.177
2022-02-23,94.177
2022-02-24,94.185
2022-02-25,94.195
2022-02-28,94.201
2022-03-01,94.213
2022-03-02,94.222
2022-03-03,94.236
2022-03-04,94.247
2022-03-07,94.255
2022-03-08,94.261
2022-03-09,94.271
2022-03-10,94.271
2022-03-11,94.286
2022-03-14,94.302
2022-03-15,94.298
2022-03-16,94.288
2022-03-17,94.298
2022-03-18,94.305
2022-03-21,94.336
2022-03-22,94.328
2022-03-23,94.334
2022-03-24,94.354
2022-03-25,94.36
2022-03-28,94.355
2022-03-29,94.372
2022-03-30,94.356
2022-03-31,94.403
2022-04-01,94.406
2022-04-06,94.421
2022-04-07,94.433
2022-04-08,94.447
2022-04-11,94.454
2022-04-12,94.449
2022-04-13,94.454
2022-04-14,94.461
2022-04-15,94.479
2022-04-18,94.478
2022-04-19,94.489
2022-04-20,94.488
2022-04-21,94.492
2022-04-22,94.498
2022-04-25,94.502
2022-04-26,94.512
2022-04-27,94.519
2022-04-28,94.543
2022-04-29,94.572
2022-05-05,94.562
2022-05-06,94.587
2022-05-09,94.594
2022-05-10,94.601
2022-05-11,94.599
2022-05-12,94.606
2022-05-13,94.629
2022-05-16,94.635
2022-05-17,94.632
2022-05-18,94.638
2022-05-19,94.644
2022-05-20,94.645
2022-05-23,94.653
2022-05-24,94.666
2022-05-25,94.668
2022-05-26,94.676
2022-05-27,94.686
2022-05-30,94.68
2022-05-31,94.684
2022-06-01,94.693
2022-06-02,94.689
2022-06-06,94.707
2022-06-07,94.719
2022-06-08,94.723
2022-06-09,94.73
2022-06-10,94.717
2022-06-13,94.751
2022-06-14,94.763
2022-06-15,94.76
2022-06-16,94.763
2022-06-17,94.774
2022-06-20,94.783
2022-06-21,94.787
2022-06-22,94.802
2022-06-23,94.788
2022-06-24,94.799
2022-06-27,94.809
2022-06-28,94.821
2022-06-29,94.831
2022-06-30,94.833
2022-07-01,94.854
2022-07-04,94.861
2022-07-05,94.885
2022-07-06,94.893
2022-07-07,94.887
2022-07-08,94.895
2022-07-11,94.902
2022-07-12,94.907
2022-07-13,94.905
2022-07-14,94.904
2022-07-15,94.923
2022-07-18,94.928
2022-07-19,94.933
2022-07-20,94.932
2022-07-21,94.939
2022-07-22,94.955
2022-07-25,94.967
2022-07-26,94.963
2022-07-27,94.966
2022-07-28,94.971
2022-07-29,94.985
2022-08-01,94.99
2022-08-02,94.99
2022-08-03,95.001
2022-08-04,95.011
2022-08-05,95.015
2022-08-08,95.02
2022-08-09,95.026
2022-08-10,95.03
2022-08-11,95.026
2022-08-12,95.041
2022-08-15,95.048
2022-08-16,95.051
2022-08-17,95.051
2022-08-18,95.059
2022-08-19,95.074
2022-08-22,95.072
2022-08-23,95.08
2022-08-24,95.091
2022-08-25,95.084
2022-08-26,95.092
2022-08-29,95.094
2022-08-30,95.104
2022-08-31,95.111
2022-09-01,95.115
2022-09-02,95.122
2022-09-05,95.128
2022-09-06,95.13
2022-09-07,95.131
2022-09-08,95.136
2022-09-09,95.141
2022-09-13,95.15
2022-09-14,95.157
2022-09-15,95.172
2022-09-16,95.189
2022-09-19,95.19
2022-09-20,95.191
2022-09-21,95.196
2022-09-22,95.196
2022-09-23,95.211
2022-09-26,95.208
2022-09-27,95.197
2022-09-28,95.211
2022-09-29,95.198
2022-09-30,95.278
2022-10-10,95.274
2022-10-11,95.284
2022-10-12,95.286
2022-10-13,95.292
2022-10-14,95.293
2022-10-17,95.297
2022-10-18,95.304
2022-10-19,95.307
2022-10-20,95.312
2022-10-21,95.321
2022-10-24,95.327
2022-10-25,95.318
2022-10-26,95.321
2022-10-27,95.329
2022-10-28,95.35
2022-10-31,95.351
2022-11-01,95.345
2022-11-02,95.36
2022-11-03,95.365
2022-11-04,95.371
2022-11-07,95.37
2022-11-08,95.378
2022-11-09,95.384
2022-11-10,95.398
2022-11-11,95.394
2022-11-14,95.386
2022-11-15,95.385
2022-11-16,95.407
2022-11-17,95.405
2022-11-18,95.415
2022-11-21,95.422
2022-11-22,95.43
2022-11-23,95.425
2022-11-24,95.435
2022-11-25,95.443
2022-11-28,95.442
2022-11-29,95.44
2022-11-30,95.458
2022-12-01,95.447
2022-12-02,95.459
2022-12-05,95.465
2022-12-06,95.474
2022-12-07,95.479
2022-12-08,95.48
2022-12-09,95.489
2022-12-12,95.492
2022-12-13,95.494
2022-12-14,95.499
2022-12-15,95.524
2022-12-16,95.537
2022-12-19,95.539
2022-12-20,95.542
2022-12-21,95.536
2022-12-22,95.537
2022-12-23,95.548
2022-12-26,95.543
2022-12-27,95.556
2022-12-28,95.56
2022-12-29,95.522
2022-12-30,95.662
